Pregunta,Respuesta,Nombre del Documento,Título/Encabezado del Documento,Sección/Capítulo,Cláusula o Artículo,Palabras Clave
"Cláusula 19:
 ¿Cómo se resuelven los asuntos que no estén previstos en el contrato según la Cláusula 19?",Los asuntos no previstos en el contrato serán resueltos por los procedimientos y términos establecidos en los reglamentos específicos de cada Comisión Mixta.,ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 20:
 ¿Qué funciones tiene la Comisión Mixta de Conciliación y Resolución según la Cláusula 20?","La Comisión Mixta de Conciliación y Resolución conoce los conflictos derivados de las relaciones individuales de trabajo entre la Universidad y sus trabajadores académicos, y sus resoluciones son válidas por mayoría simple o mediante un perito en caso de empate, siendo obligatorias para ambas partes.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 21:
 ¿Qué pasos debe seguir un trabajador para resolver un conflicto laboral según la Cláusula 21?","El trabajador afectado, por sí mismo o a través de sus representantes sindicales, debe tratar el asunto en primera instancia con la autoridad de su adscripción mediante una petición por escrito dentro de los tres días hábiles siguientes a la notificación. La autoridad universitaria deberá resolver en un plazo de cinco días hábiles, y si no lo hace, se considerará procedente la petición del trabajador.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 22:
 ¿Qué lineamientos sigue la Comisión Mixta de Conciliación y Resolución para resolver conflictos según la Cláusula 22?","Los lineamientos incluyen que el trabajador tenga un plazo de cinco días hábiles para acudir a la Comisión tras recibir una decisión desfavorable, la formación de un expediente por caso, resoluciones dentro de diez días hábiles, y la posibilidad de designar un perito en derecho en caso de empate.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 23:
 ¿Qué derecho tiene el trabajador si la resolución de la Comisión le es desfavorable según la Cláusula 23?","El trabajador afectado tiene el derecho de acudir ante los tribunales laborales en los términos que señala la ley, sin que el tiempo transcurrido en el procedimiento intrauniversitario afecte el plazo de prescripción.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 24:
 ¿Cuáles son las funciones de la Comisión Mixta de Higiene y Seguridad según la Cláusula 24?","La Comisión Mixta de Higiene y Seguridad vigila el cumplimiento de medidas de higiene, seguridad y prevención de accidentes en los centros de trabajo, estudia los problemas presentados y acuerda medidas para solucionarlos, asegurando su cumplimiento conforme a la ley.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 25:
 ¿Qué disposiciones establece la Cláusula 25 sobre Comisiones Mixtas en unidades académicas?",Se pueden establecer Comisiones Mixtas de Higiene y Seguridad en cada unidad académica para vigilar que se cumplan las medidas de higiene y prevención de accidentes en sus respectivos centros de trabajo.,ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 26:
 ¿Cómo se define el sueldo en el contrato colectivo según la Cláusula 26?","El sueldo es la retribución que la Universidad debe pagar al personal académico por sus servicios, fijada en el tabulador vigente de acuerdo con la categoría y nivel del trabajador.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 27:
 ¿Cómo se integra el sueldo del personal académico según la Cláusula 27?","El sueldo se integra por los pagos hechos en efectivo por cuota diaria, gratificaciones, percepciones, primas, prestaciones en especie y cualquier otra cantidad entregada al trabajador por sus servicios.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 28:
 ¿Qué formas de pago se establecen para el sueldo del personal académico según la Cláusula 28?","El sueldo se paga en cheques o moneda de curso legal, mediante nómina electrónica, en forma catorcenal y preferentemente en la unidad académica o dependencia del trabajador. Si el día de pago es inhábil, se paga el día hábil inmediato anterior.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 29:
 ¿En qué circunstancias puede el sueldo pagarse a un tercero según la Cláusula 29?","El sueldo se pagará directamente al trabajador, salvo que esté imposibilitado para efectuar el cobro, en cuyo caso se podrá pagar a un apoderado designado mediante carta poder suscrita ante dos testigos.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 30:
 ¿Qué establece la Cláusula 30 sobre la protección del sueldo base?","El sueldo base pactado en el tabulador no puede ser disminuido por ninguna razón, salvo por retenciones, descuentos o deducciones permitidos en el contrato o la ley.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 31:
 ¿En qué casos se pueden realizar retenciones, descuentos o deducciones al sueldo del personal académico según la Cláusula 31?","Las retenciones, descuentos o deducciones pueden realizarse en casos de deudas con la Universidad, cuotas sindicales, aportaciones voluntarias a fondos de ahorro, órdenes judiciales para alimentos, impuestos, pagos al IMSS, préstamos del Infonavit, primas de seguro de vida aceptadas por el trabajador, y aportaciones al Fondo de Pensiones por Jubilación.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 32:
 ¿Qué debe incluir el documento que informa sobre descuentos al sueldo según la Cláusula 32?","El documento debe especificar las causas que originaron los descuentos, y tratándose de errores cometidos o pérdidas imputables al trabajador, el término prescriptivo comienza a correr desde la comprobación del hecho o la exigibilidad de la deuda.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 33:
 ¿Cómo se define la jornada de trabajo en el contrato colectivo según la Cláusula 33?",La jornada de trabajo es el tiempo durante el cual el personal académico realiza sus actividades al servicio de la Universidad.,ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 34:
 ¿Cuál es la duración máxima de la jornada laboral según la Cláusula 34?",La jornada ordinaria no podrá ser mayor de ocho horas diarias ni exceder de cuarenta horas semanales.,ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 35:
 ¿Qué tipos de jornada laboral se establecen en la Cláusula 35?","Las jornadas laborales pueden ser diurnas, mixtas o nocturnas. La diurna es de 8 horas y se desarrolla entre las 6:00 y 20:00 horas, la nocturna es de 7 horas y va de las 20:00 a las 6:00 horas, y la mixta es de 7 horas y media siempre que el periodo nocturno sea menor de 3 horas y media.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 36:
 ¿Cuántos días de descanso semanal se otorgan según la Cláusula 36?","Por cada cinco días de trabajo, el personal académico disfrutará de dos días de descanso con goce de sueldo íntegro, preferentemente sábados y domingos. Si trabajan en domingo, recibirán una prima del 25% sobre el salario de un día ordinario.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 37:
 ¿Cuáles son los días de descanso obligatorio según la Cláusula 37?","Los días de descanso obligatorio incluyen el 1 de enero, el primer lunes de febrero, el cuarto lunes de febrero, el tercer lunes de marzo, el 1 de mayo, el 10 de mayo, el segundo lunes de mayo, el tercer lunes de mayo, el 16 de septiembre, el 1 de octubre cada seis años, el 2 de noviembre, el tercer lunes de noviembre, el 25 de diciembre y los días establecidos por leyes federales y locales para jornadas electorales.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 38:
 ¿Qué derechos tienen las trabajadoras académicas por maternidad según la Cláusula 38?","Las trabajadoras tienen derecho a un periodo de descanso con goce de sueldo de seis semanas antes y después del parto, y recibirán un vale de $3,500.00 m.n. como ayuda para gastos de maternidad.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 39:
 ¿Cuántos días de vacaciones al año tiene derecho el personal académico según la Cláusula 39?","El personal académico tiene derecho a 50 días naturales de vacaciones al año, distribuidos conforme al programa formulado por las autoridades universitarias en consulta con el Sindicato.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 40:
 ¿Qué prima vacacional se otorga al personal académico según la Cláusula 40?","El personal académico recibirá una prima vacacional equivalente al 60% del salario correspondiente a las vacaciones, la cual será pagada antes de que comience el periodo vacacional.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 41
 ¿Cómo se consideran las vacaciones durante un año sabático según la Cláusula 41?","En el caso de los trabajadores que disfruten de su período o año sabático, se considerará que dentro de dicho lapso tomaron las vacaciones correspondientes.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 42
 ¿Qué ocurre si un trabajador se encuentra incapacitado durante el periodo de vacaciones según la Cláusula 42?","Si un trabajador está incapacitado el día anterior a que comiencen sus vacaciones, estas no se computarán hasta que sea dado de alta por el Seguro Social. Si se incapacita durante las vacaciones, estas se suspenderán automáticamente y continuarán al ser dado de alta.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 43
 ¿Qué se establece sobre la acumulación de vacaciones según la Cláusula 43?","Las vacaciones no son acumulativas, ni se tendrá derecho al pago de salario doble por trabajar durante el periodo vacacional. En su lugar, las vacaciones se disfrutarán en los días siguientes a la fecha en que desaparezca la causa que impidió su disfrute.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 44
 ¿Cuántos días de permisos económicos se otorgan anualmente según la Cláusula 44?","El personal académico tiene derecho a hasta 12 días hábiles de permisos económicos con goce de sueldo al año, con un máximo de seis días por ciclo lectivo, los cuales deberán ser solicitados por escrito.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 45
 ¿En qué casos se conceden permisos económicos según la Cláusula 45?","Los permisos económicos se conceden por fallecimiento, accidente o privación de libertad de los padres, cónyuge o hijos, por intervenciones quirúrgicas, diligencias judiciales obligatorias, matrimonio, nacimiento o adopción de un hijo, presentación de exámenes, cambio de domicilio, daños fortuitos al hogar o cualquier otra causa justificada.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 45 Bis
 ¿Qué sucede si un trabajador no utiliza sus permisos económicos según la Cláusula 45 Bis?",El trabajador que no utilice total o parcialmente sus permisos económicos recibirá el pago de hasta seis días de salario tabular en la segunda catorcena de julio y otros seis días en la segunda catorcena de enero del año siguiente.,ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 46
 ¿Qué permisos se otorgan para atender emergencias familiares según la Cláusula 46?","Se otorgan permisos de hasta tres días con goce de sueldo para atender enfermedades graves, intervenciones quirúrgicas u otras emergencias de hijos menores, hijos mayores dependientes económicamente, cónyuge, padres o madres, ampliándose hasta cinco días si el trabajador debe trasladarse fuera del municipio, y hasta ocho días si es fuera de la entidad.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 47
 ¿Qué licencia se concede para preparación de exámenes profesionales según la Cláusula 47?","La Universidad concede una licencia con goce de sueldo de hasta un mes a trabajadores definitivos que busquen obtener un título profesional o de grado, prorrogable por un mes más si es justificado.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 48
 ¿Qué derechos tienen los trabajadores definitivos para licencias sin goce de sueldo según la Cláusula 48?","Los trabajadores definitivos pueden solicitar licencias sin goce de sueldo de hasta seis años, renovables cada semestre, para profesionalización, capacitación o actualización académica, con diferentes duraciones según su antigüedad.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 49
 ¿Qué derechos tiene un trabajador propuesto para un cargo de elección popular según la Cláusula 49?","Los trabajadores académicos definitivos propuestos para cargos de elección popular pueden disfrutar de una licencia sin goce de sueldo por todo el tiempo que dure el cargo, renovable al inicio de cada semestre.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 50
 ¿Cómo se consideran las licencias en términos de antigüedad y derechos según la Cláusula 50?","El tiempo que duren las licencias sin goce de sueldo no se computa para efectos de jubilación ni acumula antigüedad, mientras que las licencias con goce de sueldo mantienen vigentes todos los derechos del trabajador.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 51
 ¿Qué sucede si un trabajador no se reincorpora al término de una licencia según la Cláusula 51?","Si el trabajador no se presenta a reanudar sus labores al vencimiento de la licencia, será considerado como falta injustificada.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 52
 ¿Cuáles son los derechos del personal académico según la Cláusula 52?","El personal académico tiene derechos como la libertad de cátedra e investigación, goce de días de descanso obligatorio, antigüedad en promociones, participación en cursos de capacitación, conservación de adscripción, y recibir prestaciones adicionales al salario base.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 53
 ¿Cuáles son las obligaciones comunes del personal académico según la Cláusula 53?","Las obligaciones incluyen realizar sus actividades conforme a los planes de estudio, asistir puntualmente, evaluar con imparcialidad, dirigir tesis, someterse a pruebas reglamentarias, y cuidar los materiales e instrumentos proporcionados por la Universidad.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 54
 ¿Qué obligaciones adicionales tienen los trabajadores de medio tiempo y tiempo completo según la Cláusula 54?","Los trabajadores de medio tiempo y tiempo completo deben participar en la elaboración de programas, colaborar en actividades de academias y departamentos, dirigir tesis, impartir conferencias y comprometerse a que los productos de su investigación sean propiedad de la Universidad.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 55
 ¿Qué conductas están prohibidas al personal académico según la Cláusula 55?","Está prohibido prestar servicios académicos particulares a alumnos, presentarse a trabajar en estado de ebriedad o bajo efectos de drogas, usar herramientas de la Universidad para fines personales, y realizar actividades laborales externas incompatibles con su nombramiento de tiempo completo.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 56
 ¿Qué se establece sobre la incapacidad temporal por enfermedad o accidente según la Cláusula 56?","La Universidad cubrirá al trabajador incapacitado, inscrito en el régimen de seguridad social, el sueldo base y reconocimiento a la antigüedad durante el periodo de incapacidad, complementando lo otorgado por el Seguro Social.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 57
 ¿Qué gratificación se otorga como aguinaldo según la Cláusula 57?","El personal académico recibe como aguinaldo dos meses de sueldo, pagados 50% antes del periodo vacacional de verano y el resto dentro de los primeros diez días de diciembre.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 58
 ¿Qué apoyo se otorga para la despensa familiar según la Cláusula 58?","La Universidad otorga una cantidad mensual de $1,450.00 m.n. para el personal de tiempo completo, proporcional para medio tiempo y trabajadores de asignatura, como apoyo para la despensa familiar.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 59
 ¿Qué compensación por antigüedad se establece según la Cláusula 59?","Los trabajadores reciben una compensación acumulativa de 2% anual del primero al vigésimo año, y de 2.5% del vigésimo primero al trigésimo año sobre el sueldo base, comenzando a partir del quinto año de servicio.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 60
 ¿Qué apoyo para traslado se otorga a los trabajadores de Mexicali según la Cláusula 60?",La Universidad proporciona 35 litros de gasolina Magna o regular por día laborado al personal académico contratado antes de 2018 que resida en Mexicali y trabaje en el Instituto de Ciencias Agrícolas.,ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 61
 ¿Qué prestaciones médicas y odontológicas se otorgan según la Cláusula 61?","El personal académico inscrito en el Seguro Social tiene derecho a anteojos y cambio de cristales hasta por $4,000.00 m.n. anuales, aparatos ortopédicos y auditivos hasta por $5,000.00 m.n., y atención bucodental integral gratuita hasta el 100% para ellos y el 80% para cónyuges e hijos menores de 25 años.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 62
 ¿Qué apoyo se otorga para el servicio de guardería según la Cláusula 62?","Se otorgan $3,500.00 m.n. mensuales para el servicio de guardería por cada hijo de 46 días a 4 años, para trabajadores de tiempo completo, proporcional para medio tiempo o asignaturas, con un máximo de dos hijos.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 63
 ¿Qué objetivos tiene el Plan de Pensiones por Jubilación según la Cláusula 63?","El Plan de Pensiones busca complementar el régimen del Seguro Social en materia de retiro, cesantía en edad avanzada y vejez, garantizando prestaciones como pensión vitalicia, aguinaldo, ayuda para gastos funerarios y pagos a beneficiarios.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 64
 ¿Cómo se constituye el Fondo de Pensiones por Jubilación según la Cláusula 64?","El Fondo de Pensiones se integra con aportaciones de los trabajadores académicos y la Universidad, aportaciones extraordinarias de terceros y rendimientos financieros derivados de inversiones, bajo administración de un Comité Técnico paritario.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 65
 ¿Qué derecho relacionado con el año sabático se establece según la Cláusula 65?",Los trabajadores académicos tienen derecho al año sabático de conformidad con lo establecido en el Estatuto del Personal Académico.,ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 66
 ¿Qué derechos de capacitación tienen los trabajadores académicos según la Cláusula 66?",Los trabajadores académicos tienen derecho a capacitación y adiestramiento de acuerdo con los planes y programas formulados por la Universidad y el Estatuto del Personal Académico.,ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 67
 ¿Qué compromisos tiene la Universidad hacia los trabajadores académicos según la Cláusula 67?","La Universidad se compromete a proporcionar materiales de trabajo, apoyar con viáticos para actividades académicas, otorgar exenciones en ciertos costos educativos, contratar seguros de vida, y pagar estímulos por antigüedad y viáticos necesarios.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 68
 ¿Qué compromisos tiene la Universidad con el Sindicato según la Cláusula 68?","La Universidad no intervendrá en la vida sindical, otorgará licencias con goce de sueldo a miembros del Comité Ejecutivo, aportará recursos para actividades deportivas y culturales, y cubrirá gastos de mantenimiento de oficinas sindicales, entre otros.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 69
 ¿Cuáles son las causas de suspensión temporal de las obligaciones laborales según la Cláusula 69?","Las causas incluyen enfermedad contagiosa del trabajador, incapacidad temporal, prisión preventiva con sentencia absolutoria, arresto, cumplimiento de obligaciones constitucionales y falta de documentos requeridos por ley.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 70
 ¿Cuáles son las causas de terminación de la relación de trabajo sin responsabilidad para las partes según la Cláusula 70?","Las causas de terminación incluyen mutuo consentimiento, muerte del trabajador, terminación de la obra contratada o vencimiento del término para el que fue contratado, incapacidad física o mental que imposibilite la prestación del trabajo, y en caso de incapacidad, se aplicarán las disposiciones de la Ley del Seguro Social dependiendo si el riesgo es profesional o no profesional.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 71
 ¿Qué causas de rescisión de la relación de trabajo sin responsabilidad para la Universidad se establecen en la Cláusula 71?","Las causas incluyen presentar documentación falsa, faltar al trabajo injustificadamente más de tres días consecutivos o cinco días no consecutivos en un periodo de treinta días, negarse a seguir procedimientos de seguridad, asistir al trabajo en estado de embriaguez o bajo efecto de drogas sin justificación médica, y ocasionar daños intencionales o por negligencia grave a los bienes de la Universidad.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 72
 ¿Qué procedimiento debe seguirse en caso de rescisión de la relación laboral según la Cláusula 72?","La Universidad debe notificar al trabajador por escrito las causas de la rescisión y puede optar por el procedimiento interno establecido en el contrato o acudir directamente a los tribunales laborales. Si opta por el procedimiento interno, la Comisión Mixta de Conciliación y Resolución será la encargada de dictar resolución.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 73
 ¿Qué derechos tiene el trabajador cuando se recurre a la rescisión de la relación laboral según la Cláusula 73?","El trabajador puede defenderse utilizando el procedimiento interno del contrato, lo que le permite seguir laborando y percibiendo su sueldo hasta la resolución definitiva, o acudir directamente a los tribunales, en cuyo caso dejará de prestar sus servicios desde la notificación de la rescisión.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 74
 ¿Qué causas de rescisión de la relación de trabajo sin responsabilidad para el trabajador se establecen en la Cláusula 74?","Las causas incluyen engaños sobre las condiciones de trabajo, actos de violencia, amenazas o malos tratos por parte de representantes de la Universidad, reducción de sueldo sin justificación, no entregar el sueldo en tiempo y forma, y daños causados por representantes de la Universidad a los bienes del trabajador.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
"Cláusula 75
 ¿Qué disposiciones se aplican tras la resolución definitiva de un conflicto laboral según la Cláusula 75?","Si la resolución dicta reinstalación, la Universidad debe cubrir los salarios vencidos de inmediato. Si se dicta indemnización, la Universidad debe pagar los salarios vencidos, noventa días de salario y veinticinco días de salario por cada año trabajado, además de la prima de antigüedad y demás prestaciones adicionales correspondientes.",ContratoColectivo_SPSU_P_C.docx,,General,No especificado,No especificado
