Pregunta,Respuesta,Nombre del Documento,Título/Encabezado del Documento,Sección/Capítulo,Cláusula o Artículo,Palabras Clave
¿Qué estipula el artículo sobre la publicación de información financiera?,Establece que los entes públicos deben publicar información financiera clave en plataformas accesibles para la ciudadanía​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 11,"Establece, que, los, entes, públicos"
¿Qué regula este artículo sobre manuales de contabilidad?,Obliga a los entes públicos a tener manuales contables que incluyan los lineamientos técnicos y procedimientos necesarios​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 12,"Obliga, a, los, entes, públicos"
¿Cómo se estructura el plan de cuentas según este artículo?,El plan de cuentas debe definir los agregados principales y alinearse a los lineamientos del consejo​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 13,"El, plan, de, cuentas, debe"
¿Qué se menciona sobre la estructura del sistema contable?,Se establece que el sistema contable debe reflejar las operaciones financieras y presupuestarias de forma armonizada​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 14,"Se, establece, que, el, sistema"
¿Qué establece el artículo sobre los registros de decisiones?,"Este artículo regula el seguimiento de las decisiones del consejo y su registro, asegurando transparencia y acceso público​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 15,"Este, artículo, regula, el, seguimiento"
¿Qué especifica el sistema de contabilidad gubernamental?,"Define que el sistema debe generar estados financieros fiables y oportunos, además de registrar transacciones económicas relevantes​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 16,"Define, que, el, sistema, debe"
¿Cuál es la responsabilidad de cada ente público?,"Cada ente público es responsable de su contabilidad, operación del sistema y cumplimiento de las disposiciones de esta Ley​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 17,"Cada, ente, público, es, responsable"
¿Qué principios conforman el sistema de contabilidad?,"Incluye registros, procedimientos y criterios destinados a interpretar y valorar las transacciones que impactan las finanzas públicas​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 18,"Incluye, registros,, procedimientos, y, criterios"
¿Qué elementos debe incluir el sistema de contabilidad?,"El sistema debe reflejar congruencia en operaciones de ingreso, gasto y patrimonio, generando información en tiempo real​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 19,"El, sistema, debe, reflejar, congruencia"
¿Qué instrumentos contables deben tener los entes públicos?,Los entes deben contar con manuales y herramientas que aseguren el cumplimiento de los lineamientos del consejo​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 20,"Los, entes, deben, contar, con"
¿Qué principios rigen la contabilidad según este artículo?,"La contabilidad debe basarse en un marco conceptual claro, asegurando información financiera confiable y comparable​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 21,"La, contabilidad, debe, basarse, en"
¿Cuál es el objetivo de los postulados básicos de la contabilidad gubernamental?,"Los postulados básicos sustentan técnicamente la contabilidad gubernamental y organizan una sistematización efectiva para obtener información veraz, clara y concisa. Los entes públicos deben aplicarlos para garantizar información oportuna, confiable y comparable​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 22,"Los, postulados, básicos, sustentan, técnicamente"
¿Qué bienes deben registrar los entes públicos en su contabilidad?,"Deben registrarse los bienes muebles e inmuebles, como inmuebles destinados a servicio público, mobiliario, equipo de cómputo, vehículos y otros bienes determinados por el consejo. Esta información también debe incluirse en la cuenta pública según formatos electrónicos aprobados por el consejo​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 23,"Deben, registrarse, los, bienes, muebles"
¿Cómo deben registrarse los bienes mencionados en el artículo 23?,Los registros contables de estos bienes deben realizarse en cuentas específicas del activo​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 24,"Los, registros, contables, de, estos"
¿Qué deben elaborar los entes públicos respecto a los bienes inalienables e imprescriptibles?,Los entes públicos deben elaborar un registro auxiliar sujeto a inventario de bienes inalienables e imprescriptibles conforme a lo determinado por el Consejo en términos de las disposiciones jurídicas aplicables​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 25,"Los, entes, públicos, deben, elaborar"
¿Qué bienes no deben registrarse según este artículo?,"No se registrarán los bienes señalados en los artículos 27 y 42 de la Constitución Política, ni los bienes de uso común según la Ley General de Bienes Nacionales. Sin embargo, la inversión en ciertos bienes debe registrarse conforme a lo que determine el consejo​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 26,"No, se, registrarán, los, bienes"
¿Qué obligaciones tienen los entes públicos respecto al inventario físico de bienes?,"Deben realizar un inventario físico de bienes que debe estar conciliado con el registro contable. Los bienes adquiridos deben incluirse en el inventario dentro de 30 días hábiles, y este debe actualizarse al menos cada seis meses y publicarse​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 27,"Deben, realizar, un, inventario, físico"
¿Qué lineamientos se establecen para la baja de bienes?,"Los registros contables reflejarán en cuentas específicas del activo la baja de bienes muebles e inmuebles, conforme a los lineamientos emitidos por el consejo​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 28,"Los, registros, contables, reflejarán, en"
¿Cómo deben registrarse las obras en proceso?,Las obras en proceso deben registrarse en una cuenta contable específica del activo​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 29,"Las, obras, en, proceso, deben"
¿Qué disposiciones emitirá el consejo sobre el patrimonio?,El consejo emitirá disposiciones sobre registro y valuación del patrimonio para cumplir con esta Ley​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 30,"El, consejo, emitirá, disposiciones, sobre"
¿Qué ocurre con los bienes durante una transición administrativa?,"Los bienes no inventariados o en proceso de registro deben entregarse a la administración entrante mediante un acta de entrega y recepción, y esta debe realizar el registro e inventario correspondiente​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 31,"Los, bienes, no, inventariados, o"
¿Qué deben registrar los entes públicos en cuentas de activo?,"Deben registrar los derechos patrimoniales en fideicomisos sin estructura orgánica, mandatos y contratos análogos, así como participaciones en el patrimonio de entidades de la administración pública paraestatal​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 32,"Deben, registrar, los, derechos, patrimoniales"
¿Qué debe permitir la contabilidad gubernamental según este artículo?,"Debe permitir la expresión fiable de las transacciones en los estados financieros, considerar mejores prácticas contables y apoyar la planeación financiera y fiscalización​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 33,"Debe, permitir, la, expresión, fiable"
¿Cómo se deben llevar los registros contables de ingresos y gastos?,"Los registros deben basarse en acumulación, registrando ingresos al existir el derecho de cobro y gastos al momento de su realización, sin depender de la fecha de pago​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 34,"Los, registros, deben, basarse, en"
¿Qué registros históricos deben mantener los entes públicos?,"Deben llevar un registro detallado en los libros diario, mayor, inventarios y balances de las operaciones realizadas​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 35,"Deben, llevar, un, registro, detallado"
¿Qué información deben incluir los registros auxiliares?,"Deben mostrar avances presupuestarios y contables, permitiendo evaluar el ejercicio del gasto público y analizar los saldos de los estados financieros​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 36,"Deben, mostrar, avances, presupuestarios, y"
¿Qué alineación deben tener los catálogos de cuentas?,"Deben alinearse al plan de cuentas emitido por el consejo, considerando necesidades de administración financiera, control y fiscalización​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 37,"Deben, alinearse, al, plan, de"
¿Qué estados financieros deben generarse?,"Deben generarse estados financieros confiables, oportunos y comparables, expresados en términos monetarios​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 38,"Deben, generarse, estados, financieros, confiables,"
¿Qué deben reflejar los registros contables?,"Deben reflejar derechos y obligaciones derivados de la gestión financiera de los entes públicos, garantizando congruencia y orden​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 39,"Deben, reflejar, derechos, y, obligaciones"
¿Cómo se evalúa la eficacia del sistema de contabilidad gubernamental?,"Se evalúa con base en su capacidad para generar información financiera útil, apoyar la toma de decisiones y cumplir con la transparencia y rendición de cuentas​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 40,"Se, evalúa, con, base, en"
¿Qué deben garantizar las políticas de registro contable?,Deben garantizar la integridad y confiabilidad de los datos en los informes financieros y presupuestarios​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 41,"Deben, garantizar, la, integridad, y"
¿Qué responsabilidades tienen los administradores financieros?,Son responsables de implementar sistemas y registros que cumplan con las normas emitidas por el consejo y garantizar su correcto funcionamiento​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 42,"Son, responsables, de, implementar, sistemas"
¿Qué información debe ser publicada por los entes públicos?,"Deben publicar información financiera y presupuestaria trimestralmente en sus páginas electrónicas, asegurando accesibilidad y transparencia​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 43,"Deben, publicar, información, financiera, y"
¿A qué criterios deben sujetarse los estados financieros según el artículo 44?,"Los estados financieros y la información contable deben sujetarse a criterios de utilidad, confiabilidad, relevancia, comprensibilidad y comparación, así como otros atributos como oportunidad, veracidad, representatividad, objetividad, suficiencia, posibilidad de predicción e importancia relativa.
Artículo 45
Pregunta: ¿Qué información deben incluir los estados financieros respecto a pasivos?
Respuesta: Los estados financieros deben expresar destacadamente los esquemas de pasivos, incluyendo los considerados como deuda pública según la normativa aplicable.
Artículo 46
Pregunta: ¿Qué información financiera debe generarse para la Federación?
Respuesta: La información incluye estados de actividades, situación financiera, variación en la hacienda pública, cambios en la situación financiera, flujos de efectivo, informes sobre pasivos contingentes, notas a los estados financieros y estados analíticos del activo y deuda, entre otros.
Artículo 47
Pegunta: ¿Cómo aplica el artículo 46 a las entidades federativas?
Respuesta: Las entidades federativas deben producir la información señalada en el artículo 46, excepto por ciertos desgloses relacionados con los estados analíticos de deuda.
Artículo 48
Preguntas: ¿Qué información mínima deben generar los ayuntamientos según este artículo?
Respuesta:  Los ayuntamientos deben producir, al menos, información financiera básica que incluya estados de ingresos y egresos, estados de situación financiera y estados presupuestarios que reflejen la ejecución del gasto público. Además, deben cumplir con los lineamientos emitidos por el consejo para asegurar transparencia y comparabilidad.
Artículo 49
Pregunta: ¿Qué rol tienen las notas a los estados financieros?
Respuesta:Las notas a los estados financieros forman parte integral de estos y tienen la función de proporcionar información adicional que explique o complemente los datos reflejados en los estados financieros, garantizando que sean comprensibles y suficientes para la toma de decisiones.
Artículo 50
Pregunta: ¿Qué lineamientos debe emitir el consejo según este artículo?
Respuesta: El consejo tiene la responsabilidad de emitir los lineamientos para la integración y consolidación de los estados financieros, así como para otra información presupuestaria y contable. Estos lineamientos deben garantizar que la información sea armonizada, comprensible y útil para la rendición de cuentas y la toma de decisiones en los tres niveles de gobierno.
Artículo 51
Pregunta: ¿Cómo debe difundirse la información financiera generada por los entes públicos?
Respuesta: La información financiera generada por los entes públicos debe difundirse trimestralmente a través de sus páginas electrónicas, asegurando que esté disponible dentro de los 30 días posteriores al cierre del trimestre. Este proceso busca garantizar transparencia y acceso público.
Artículo 52
Pregunta: ¿Qué criterios se deben aplicar para la clasificación de ingresos y gastos?
Respuesta: Los ingresos y gastos deben clasificarse por objeto del gasto, naturaleza económica y función. Esto asegura la transparencia en su manejo y permite la comparabilidad de la información entre diferentes periodos y niveles de gobierno.
Artículo 53
Pregunta: ¿Qué registros auxiliares deben llevar los entes públicos?
Respuesta: Los entes públicos deben mantener registros auxiliares que muestren el avance de la ejecución presupuestaria y financiera. Estos registros permiten evaluar la gestión y garantizar el cumplimiento de los objetivos establecidos.
Artículo 54
Pregunta: ¿Qué características deben cumplir los documentos justificativos de las operaciones contables?
Respuesta: Los documentos justificativos deben ser originales y cumplir con los lineamientos emitidos por el consejo. Esto garantiza su integridad, veracidad y validez como soporte de las operaciones registradas.
Artículo 55
Pregunta: ¿Qué información deben incluir los informes trimestrales?
Respuesta: Los informes trimestrales deben contener avances presupuestales, la ejecución de proyectos y programas, así como una comparación con los objetivos y metas establecidos al inicio del ejercicio fiscal.
Artículo 56
Pregunta: ¿Qué se establece sobre la consolidación de la deuda pública?
Respuesta: La consolidación de la deuda pública debe incluir todos los pasivos de los entes públicos, diferenciados por su origen y tipo. Esto asegura que los estados financieros reflejen la realidad financiera de cada ente.
Artículo 57
Pregunta: ¿Qué información deben contener los estados analíticos de deuda?
Respuesta: Los estados analíticos de deuda deben incluir los saldos iniciales, entradas, salidas por transacciones, otros flujos económicos y el saldo final del periodo. Esto permite un análisis detallado de los pasivos.
Artículo 58
Pregunta: ¿Qué regula este artículo sobre los programas de inversión?
Respuesta: Los programas de inversión deben reflejar su impacto en el presupuesto, los recursos asignados y los resultados esperados en términos de metas y objetivos. Esto asegura una evaluación clara de su viabilidad y efectividad.
Artículo 59
Pregunta: ¿Qué información debe incluir el presupuesto de egresos?
Respuesta: El presupuesto de egresos debe incluir una proyección detallada de gastos por programa, categoría y proyecto, alineándose a las estrategias definidas por el consejo y los objetivos de desarrollo establecidos.
Artículo 60
Pregunta: ¿Qué información financiera deben publicar los municipios?
Respuesta: Los municipios deben publicar información financiera trimestral relacionada con su presupuesto, ejecución del gasto y resultados obtenidos. Esto debe hacerse en sus páginas electrónicas para garantizar transparencia y accesibilidad.
Artículo 61
Pregunta: ¿Qué lineamientos deben seguir los entes públicos para garantizar la transparencia?
Respuesta: Los entes públicos deben implementar sistemas que aseguren registros oportunos y confiables de todas las operaciones financieras y presupuestarias, cumpliendo con las normas establecidas por el consejo.
Artículo 62
Pregunta: ¿Qué establece este artículo sobre la fiscalización de recursos públicos?
Respuesta: Los recursos públicos deben ser auditados regularmente para verificar su uso adecuado, asegurando que se cumplan los objetivos de eficiencia, transparencia y rendición de cuentas establecidos por la Ley.
Artículo 63
Pregunta: ¿Qué requisitos se establecen para los proyectos de presupuesto?
Respuesta: Los proyectos de presupuesto deben publicarse en las páginas electrónicas de los entes públicos junto con sus documentos justificativos. Esto asegura la transparencia y permite la participación ciudadana en su revisión.
Artículo 64
Pregunta: ¿Qué establece el artículo 64 sobre la evaluación del desempeño de los programas y políticas públicas?
Respuesta: La información relativa a la evaluación del desempeño de los programas y políticas públicas deberá ser difundida en Internet. Además, la evaluación más reciente debe presentarse junto con la iniciativa de Ley de Ingresos y el proyecto de Presupuesto de Egresos​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 44,"Los, estados, financieros, y, la"
¿Qué información debe publicarse respecto a los ordenamientos aprobados por poderes legislativos y ayuntamientos?,"Una vez aprobados los ordenamientos señalados en el artículo 63, incluyendo dictámenes y actas de aprobación, deberán ser publicados en las respectivas páginas de Internet conforme al marco jurídico aplicable​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 65,"Una, vez, aprobados, los, ordenamientos"
¿Qué calendarios deben publicar las entidades públicas en Internet?,Las secretarías de finanzas y tesorerías municipales deben publicar los calendarios de ingresos y presupuesto de egresos con periodicidad mensual en formatos y plazos establecidos por el consejo​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 66,"Las, secretarías, de, finanzas, y"
¿Qué disposiciones establece el artículo 67 sobre la documentación justificativa y los pagos electrónicos?,"Los entes públicos deben registrar los documentos justificativos en los sistemas correspondientes y priorizar el uso de pagos electrónicos mediante abono en cuenta, salvo en localidades sin servicios bancarios. Además, deben publicar información sobre ayudas y subsidios, incluyendo el nombre del beneficiario y su identificación fiscal​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 67,"Los, entes, públicos, deben, registrar"
¿Cómo se presenta la información financiera del Gobierno Federal según este artículo?,"La presentación debe cumplir con las disposiciones de esta Ley, la Ley Federal de Presupuesto y Responsabilidad Hacendaria y otras normativas aplicables, asegurando una integración clara entre los distintos órdenes de gobierno​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 68,"La, presentación, debe, cumplir, con"
¿Qué información deben incluir los gobiernos sobre las cuentas bancarias?,"Los gobiernos de entidades federativas y municipios deben reportar las cuentas bancarias productivas específicas utilizadas para los recursos federales, incluyendo su relación en los informes financieros​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 69,"Los, gobiernos, de, entidades, federativas"
¿Qué establece el artículo 70 sobre el registro de recursos públicos?,"Los recursos públicos destinados a programas específicos deben registrarse detalladamente, vinculándolos con metas de desarrollo y manteniendo transparencia en su ejecución​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 70,"Los, recursos, públicos, destinados, a"
¿Qué información se debe publicar sobre transferencias federales?,Se debe incluir información detallada sobre el destino y uso de transferencias federales en los informes financieros de las entidades y municipios​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 71,"Se, debe, incluir, información, detallada"
¿Qué establece el artículo 72 sobre la armonización de la información financiera?,La armonización debe asegurar que la información financiera sea comparable y facilite la integración entre diferentes niveles de gobierno​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 72,"La, armonización, debe, asegurar, que"
¿Qué información debe incluirse sobre obras públicas en los informes financieros?,"Se debe detallar la información sobre las inversiones en obras públicas, incluyendo avances físicos y financieros relacionados con el uso de recursos públicos​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 73,"Se, debe, detallar, la, información"
¿Cómo deben reflejarse los proyectos de inversión en los estados financieros?,"Los proyectos de inversión deben reflejarse con información clara sobre su impacto presupuestario, cumplimiento de objetivos y resultados esperados, siguiendo los lineamientos del consejo​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 74,"Los, proyectos, de, inversión, deben"
¿Qué información deben enviar los municipios sobre el Fondo de Aportaciones para la Infraestructura Social Municipal?,"Los municipios deben enviar información sobre la aplicación de recursos del Fondo de Aportaciones para la Infraestructura Social Municipal en obras y acciones que beneficien a la población en rezago social y pobreza extrema. Esta información se integrará en informes trimestrales, y la Secretaría de Desarrollo Social deberá publicarla en su página de internet​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 75,"Los, municipios, deben, enviar, información"
¿Qué deben difundir los municipios y entidades federativas sobre el Fondo de Aportaciones para el Fortalecimiento de los Municipios?,"Los municipios y las entidades federativas, mediante convenio de colaboración, deben difundir información en internet sobre el ejercicio del Fondo de Aportaciones para el Fortalecimiento de los Municipios y sus demarcaciones, especificando los destinos del fondo​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 76,"Los, municipios, y, las, entidades"
¿Qué información sobre los fondos de ayuda federal para la seguridad pública deben publicar las entidades federativas?,"Las entidades federativas deben publicar información sobre el ejercicio, destino, indicadores de desempeño, disponibilidades financieras y presupuesto comprometido de los fondos de ayuda federal para la seguridad pública​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 77,"Las, entidades, federativas, deben, publicar"
¿Qué información sobre obligaciones debe publicarse en los informes trimestrales?,"Los informes trimestrales deben incluir información sobre el tipo de obligación, destino, acreedor, importe, tasa de interés, plazos y otros detalles específicos relacionados con las obligaciones financieras de los entes públicos​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 78,"Los, informes, trimestrales, deben, incluir"
¿Qué debe incluirse en los programas anuales de evaluación publicados por los entes públicos?,"Los programas deben incluir metodologías, indicadores de desempeño y resultados de las evaluaciones. Estas se deben publicar a más tardar 30 días después de su conclusión​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 79,"Los, programas, deben, incluir, metodologías,"
¿Cuándo deben revisarse y actualizarse los indicadores de los fondos de aportaciones federales?,Los indicadores deben revisarse y actualizarse a más tardar el último día hábil de marzo de cada año y deben incluirse en informes trimestrales y cuentas públicas​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 80,"Los, indicadores, deben, revisarse, y"
¿Qué información financiera debe incluirse sobre el ejercicio y destino del gasto federalizado?,"La información sobre el gasto federalizado debe presentarse en formatos aprobados por el consejo, incluyendo reintegros de recursos federales no devengados​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 81,"La, información, sobre, el, gasto"
¿Quién es responsable de vigilar la calidad de la información sobre el gasto federalizado?,La Auditoría Superior de la Federación y los órganos de fiscalización locales son responsables de supervisar la calidad de la información proporcionada por entidades federativas y municipios sobre el ejercicio y destino de recursos federales​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 82,"La, Auditoría, Superior, de, la"
¿Qué información debe difundir la Auditoría Superior de la Federación?,"La Auditoría Superior de la Federación debe publicar su programa anual de auditorías, incluyendo las relacionadas con el gasto público federal transferido a entidades federativas y municipios​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 83,"La, Auditoría, Superior, de, la"
¿Qué actos son sancionados por incumplimiento a la Ley de Contabilidad Gubernamental?,"Los actos sancionables incluyen omitir registros, alterar documentos, no difundir información financiera o realizar registros presupuestarios y contables de manera indebida​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 84,"Los, actos, sancionables, incluyen, omitir"
¿Qué sanciones administrativas se aplican a los servidores públicos?,Los servidores públicos pueden ser sancionados administrativamente por omisiones o alteraciones dolosas en los registros contables o por incumplir las obligaciones de difusión de información financiera​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 85,"Los, servidores, públicos, pueden, ser"
¿Qué penas se imponen por daño a la hacienda pública o patrimonio público?,Se imponen penas de dos a siete años de prisión y multas de mil a quinientos mil días de salario mínimo a quienes dañen la hacienda pública o el patrimonio del ente público​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 86,"Se, imponen, penas, de, dos"
¿Cuándo entra en vigor el decreto que expide la Ley General de Contabilidad Gubernamental?,El decreto entra en vigor el 1 de enero de 2009​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Transitorio Primero,"El, decreto, entra, en, vigor"
¿Qué disposiciones quedan derogadas con la entrada en vigor del decreto?,Se derogan todas las disposiciones que se opongan a lo dispuesto en la Ley General de Contabilidad Gubernamental que se expide a través del decreto​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Transitorio Segundo,"Se, derogan, todas, las, disposiciones"
¿Qué plazos tiene el consejo para establecer las normas y lineamientos iniciales?,"El consejo tiene los siguientes plazos:
30 días naturales para designar a los miembros del comité consultivo.
30 días adicionales para emitir las reglas de operación del comité y del consejo.
Durante 2009, deberá emitir lineamientos clave, como el plan de cuentas y clasificadores presupuestarios armonizados.
Durante 2010, emitirá postulados básicos y manuales de contabilidad​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Transitorio Tercero,"El, consejo, tiene, los, siguientes"
¿Qué plazos tienen los entes públicos para la armonización de sistemas contables?,"La Federación y las entidades federativas deben armonizar sus sistemas contables conforme a los lineamientos emitidos por el consejo. Este proceso debe completarse progresivamente entre 2010 y 2015, dependiendo del nivel de gobierno y su infraestructura​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Transitorio Cuarto,"La, Federación, y, las, entidades"
¿Qué obligación tienen los entes públicos sobre información histórica?,"Los entes públicos deben incluir en sus registros financieros información correspondiente a los últimos seis años previos al ejercicio fiscal en curso. Esta inclusión será progresiva, comenzando desde la entrada en vigor del decreto​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Transitorio Quinto,"Los, entes, públicos, deben, incluir"
¿Qué medidas debe tomar el Congreso de la Unión según este artículo?,"El Congreso de la Unión debe aprobar, en un plazo de un año, las reformas necesarias para la transparencia de registros de deuda pública de la Federación, entidades federativas y municipios​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Transitorio Sexto,"El, Congreso, de, la, Unión"
¿Qué informe debe presentar el Consejo Nacional de Armonización Contable?,El consejo debe presentar un informe detallado sobre el avance en la implementación de las disposiciones de la Ley y un plan de acción para garantizar su cumplimiento. Este informe debe ser entregado en un plazo máximo de 6 meses desde la entrada en vigor del decreto​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Transitorio Séptimo,"El, consejo, debe, presentar, un"
¿Qué diagnóstico debe presentar la Auditoría Superior de la Federación?,La Auditoría Superior debe entregar un diagnóstico que identifique áreas de opacidad en la ejecución del gasto federalizado y proponer modificaciones legales para mejorar su transparencia. Esto debe ocurrir dentro de los 6 meses posteriores a la entrada en vigor del decreto​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Transitorio Octavo,"La, Auditoría, Superior, debe, entregar"
¿Qué facilidades tienen las entidades federativas respecto a información financiera?,Las entidades federativas pueden presentar semestralmente la información requerida en los artículos 73 y 74 de la Ley cuando las nóminas sean pagadas mediante transferencia electrónica​,LGCG.pdf,Ley General de Contabilidad Gubernamental,,Transitorio Noveno,"Las, entidades, federativas, pueden, presentar"
